"baseMean","log2FoldChange","lfcSE","pvalue","padj","gene"
120.443737278476,0.0347353544315238,0.138442472815017,1,1,"FBgn0037481"
13.0485902938304,-0.00901116988915388,0.203403968060692,1,1,"FBti0019434"
92.5654211281772,0.0823186721372037,0.173668909947645,1,1,"FBgn0040534"
81.2519032973313,0.019292288236057,0.145374797178955,1,1,"FBgn0014135"
18.1363518044819,-0.0387203945549235,0.210075203205857,1,1,"FBgn0039058"
20.6428023115967,0.0549749059550474,0.214882933489169,1,1,"FBgn0051119"
1482.81536303245,-0.0680568422418774,0.0940314074295071,1,1,"FBgn0262559"
2.70671502928759,0.095940701703488,0.41905769409823,0.0867321272834097,NA,"FBgn0051528"
4.43327981796098,-0.00367290442518136,0.241868158350939,1,NA,"RR46358_transposable_element"
604.575432600648,0.0444898748265705,0.097867210711453,1,1,"FBgn0038369"
2.7303891847631,0.000574044894343953,0.294365482354617,1,NA,"FBti0063150"
153.205392412923,0.0442871555655723,0.134343444666496,1,1,"FBgn0039663"
2780.7191008635,0.185938506303638,0.121242983148055,1,1,"FBgn0046214"
1413.96216896249,-0.0589032545856948,0.0915804730603933,1,1,"FBgn0037655"
129.73560136992,0.0507280735410022,0.140513254721071,1,1,"FBgn0038692"
29.2556436134455,-0.0954594108449944,0.236290352260584,1,1,"FBgn0038397"
515.277588789051,0.0383671006395516,0.0991432091444544,1,1,"FBgn0037467"
263.984774886912,-0.0932589149979865,0.142151366974202,1,1,"FBgn0039169"
156.700772588793,-0.0154510531588471,0.126369449934048,1,1,"FBgn0010247"
4005.94216853978,0.558589173733783,0.107945877211445,1,1,"FBgn0037607"
180.81900562368,-0.00944054104091786,0.116388324498189,1,1,"FBgn0039449"
678.397708137686,0.203260712196127,0.158139909277001,1,1,"FBgn0261789"
840.462172552602,-0.00167966886775771,0.0774157681894297,1,1,"FBgn0002542"
3321.94097402531,-0.0815104828917836,0.102943394256535,1,1,"FBgn0015790"
43.2168243322833,-0.0208854598779118,0.163346491698781,1,1,"FBgn0043799"
741.384329510375,-0.073036283602357,0.110976966720435,1,1,"FBgn0086613"
3034.28096658248,0.763989948671583,0.109561088581386,1,1,"FBgn0086355"
432.945622162802,0.0588689089500834,0.111360618391302,1,1,"FBgn0037489"
124.286488479819,-0.41958071173882,0.319513536806482,1,1,"FBgn0051098"
1124.23256869706,0.575286582506203,0.136111233698932,1,1,"FBgn0014869"
28546.913509895,0.570606292795266,0.0981077525191261,1,1,"FBgn0003884"
20.0810510847849,0.00516051693000974,0.186646133933514,1,1,"FBgn0042206"
201.621759052371,-0.0341009318867602,0.121477711903524,1,1,"FBgn0029503"
1210.66920257793,-0.0517732234563346,0.0901950472887051,1,1,"FBgn0027866"
113.10676789219,0.0815879525604295,0.177156184082745,1,1,"FBgn0039835"
292.274895483867,-0.0551306295917259,0.117588247087795,1,1,"FBgn0037703"
126.759337390484,0.035427640705298,0.144949078146565,1,1,"FBgn0038952"
428.960007551787,0.00619956852611026,0.0937777025648144,1,1,"FBgn0037609"
22.8139505817339,-0.0407028936481512,0.202995317708352,1,1,"FBgn0010015"
180.477487679528,-0.0489410298756403,0.131244188138862,1,1,"FBgn0260722"
4.08869669528173,0.0125569706147528,0.245468143055728,1,NA,"FBgn0037304"
275.752473481401,0.0288265453393,0.107193524252955,1,1,"FBgn0263782"
3.93590906053723,0.0174996101700237,0.251364245895486,1,NA,"FBgn0051100"
302.809524674615,0.0101330429213678,0.100012113610288,1,1,"FBgn0046247"
215.527371724776,0.518366528461815,0.262776089999357,1,1,"FBgn0037739"
259.349753192058,-0.0394615052208519,0.114224959119511,1,1,"FBgn0039157"
28.5249360041062,0.0348135129092364,0.193190296063466,1,1,"FBgn0039118"
5.50583118256557,0.0259872388421328,0.250031422248466,1,NA,"FBgn0038404"
40.2007420407987,0.0517812914053325,0.18300153604775,1,1,"FBgn0039862"
